protein_id,AA_A,AA_C,AA_D,AA_E,AA_F,AA_G,AA_H,AA_I,AA_K,AA_L,AA_M,AA_N,AA_P,AA_Q,AA_R,AA_S,AA_T,AA_V,AA_W,AA_Y,mol_weight,isoelectric,gravy,instability,aromaticity,aliphatic,tm,label
A0A0K2H4L3_Geobacillus_stearothermophilus_NCA26_lysate,11.363636363636363,0.0,4.292929292929293,11.616161616161616,1.5151515151515151,2.7777777777777777,2.7777777777777777,5.808080808080808,8.333333333333334,12.878787878787879,3.0303030303030303,3.0303030303030303,3.5353535353535355,7.3232323232323235,6.565656565656566,3.787878787878788,4.545454545454546,4.292929292929293,1.0101010101010102,1.5151515151515151,45349.64480000006,6.31653995513916,-0.5515151515151508,42.287373737373734,0.04040404040404041,96.6919191919192,68.3151595075716,1
A0A0K2H4P5_Geobacillus_stearothermophilus_NCA26_lysate,7.588532883642496,0.3372681281618887,8.263069139966273,5.733558178752108,3.87858347386172,8.094435075885329,1.6863406408094435,5.39629005059022,9.949409780775717,7.588532883642496,1.854974704890388,5.564924114671164,4.8903878583473865,3.372681281618887,2.69814502529511,3.87858347386172,4.721753794266442,7.251264755480607,1.854974704890388,5.39629005059022,66674.72810000008,5.831987571716309,-0.5030354131534571,26.622478920741983,0.11129848229342328,79.25801011804384,75.5589775797356,1
A0A0K2H4P8_Geobacillus_stearothermophilus_NCA26_lysate,6.451612903225806,1.466275659824047,4.9853372434017595,7.624633431085044,2.0527859237536656,7.331378299120234,3.5190615835777126,7.624633431085044,4.9853372434017595,10.557184750733137,2.932551319648094,1.1730205278592376,6.158357771260997,4.9853372434017595,7.038123167155425,4.9853372434017595,4.69208211143695,7.624633431085044,0.8797653958944281,2.932551319648094,38307.951400000034,6.6454671859741214,-0.19677419354838716,32.62612903225804,0.05865102639296188,99.47214076246334,66.5276163604462,1
A0A0K2H4Q8_Geobacillus_stearothermophilus_NCA26_lysate,7.6923076923076925,0.45248868778280543,6.787330316742081,9.95475113122172,4.524886877828054,6.787330316742081,3.6199095022624435,4.97737556561086,7.239819004524887,8.597285067873303,1.3574660633484164,3.167420814479638,2.7149321266968327,4.524886877828054,5.882352941176471,4.072398190045249,4.97737556561086,6.787330316742081,2.7149321266968327,3.167420814479638,25495.387100000014,5.536197471618652,-0.5837104072398195,40.20769230769229,0.10407239819004524,80.31674208144796,67.4673116504071,1
A0A0K2H4T3_Geobacillus_stearothermophilus_NCA26_lysate,10.138248847926267,1.8433179723502304,5.0691244239631335,11.981566820276498,1.3824884792626728,6.451612903225806,2.304147465437788,5.990783410138249,4.147465437788019,8.294930875576037,3.225806451612903,1.3824884792626728,1.3824884792626728,4.608294930875576,13.36405529953917,5.0691244239631335,2.7649769585253456,6.912442396313364,0.0,3.686635944700461,24924.12550000001,7.699887275695801,-0.5953917050691245,43.33364055299539,0.05069124423963134,85.89861751152074,70.1223954504636,1
A0A0K2H4T8_Geobacillus_stearothermophilus_NCA26_lysate,9.21985815602837,1.4184397163120568,5.4373522458628845,6.619385342789598,4.491725768321513,9.692671394799055,2.3640661938534278,7.328605200945627,3.309692671394799,7.092198581560283,2.600472813238771,0.9456264775413712,5.673758865248227,3.7825059101654848,6.382978723404255,5.200945626477542,4.964539007092198,8.51063829787234,0.7092198581560284,4.25531914893617,46475.69540000008,5.552737617492675,-0.01371158392434986,34.021749408983446,0.09456264775413711,90.1418439716312,62.9392804248789,1
A0A0K2H4U2_Geobacillus_stearothermophilus_NCA26_lysate,13.922155688622755,0.1497005988023952,4.191616766467066,7.634730538922156,3.143712574850299,9.580838323353293,2.694610778443114,4.491017964071856,4.640718562874252,9.730538922155688,2.694610778443114,3.44311377245509,5.089820359281437,2.245508982035928,4.491017964071856,5.838323353293413,4.940119760479042,5.838323353293413,1.6467065868263473,3.592814371257485,71930.74950000035,5.534094429016112,-0.13428143712574916,36.14118263473061,0.08383233532934131,86.31736526946108,72.5511588252886,1
A0A0K2H4U6_Geobacillus_stearothermophilus_NCA26_lysate,7.4324324324324325,1.3513513513513513,6.081081081081081,8.783783783783784,5.63063063063063,6.081081081081081,3.3783783783783785,6.756756756756757,5.63063063063063,9.234234234234235,3.3783783783783785,5.18018018018018,5.63063063063063,1.8018018018018018,5.18018018018018,3.828828828828829,4.72972972972973,5.405405405405405,0.9009009009009009,3.6036036036036037,50616.30120000007,5.3379430770874015,-0.2871621621621626,38.34617117117117,0.10135135135135134,85.47297297297297,73.8276512905096,1
A0A0K2H4V9_Geobacillus_stearothermophilus_NCA26_lysate,5.273069679849341,1.3182674199623352,4.8964218455743875,10.169491525423728,3.2015065913371,6.5913370998116765,1.8832391713747645,6.214689265536723,9.227871939736346,8.474576271186441,2.824858757062147,4.3314500941619585,3.9548022598870056,3.5781544256120528,6.0263653483992465,3.0131826741996233,6.0263653483992465,7.721280602636535,0.5649717514124294,4.708097928436912,61066.512300000104,7.563644218444826,-0.5205273069679841,32.87760828625234,0.08474576271186442,84.95291902071563,69.2676109134101,1
A0A0K2H4W0_Geobacillus_stearothermophilus_NCA26_lysate,14.867256637168142,0.0,4.247787610619469,10.08849557522124,1.7699115044247788,5.132743362831858,0.7079646017699115,5.84070796460177,4.778761061946903,8.849557522123893,3.0088495575221237,2.47787610619469,0.35398230088495575,6.725663716814159,5.486725663716814,9.380530973451327,6.017699115044247,8.31858407079646,0.17699115044247787,1.7699115044247788,60900.06380000037,4.858222007751464,-0.12495575221238969,39.427628318584084,0.03716814159292035,96.28318584070797,70.862756919773,1
A0A0K2H4W1_Geobacillus_stearothermophilus_NCA26_lysate,18.6046511627907,1.1627906976744187,3.488372093023256,6.976744186046512,2.3255813953488373,9.30232558139535,0.0,12.790697674418604,4.651162790697675,6.976744186046512,2.3255813953488373,3.488372093023256,4.651162790697675,2.3255813953488373,5.813953488372093,4.651162790697675,2.3255813953488373,8.13953488372093,0.0,0.0,8840.258699999997,6.180922126770019,0.477906976744186,17.096511627906974,0.023255813953488372,119.30232558139534,79.2763545794653,1
A0A0K2H4W4_Geobacillus_stearothermophilus_NCA26_lysate,10.864745011086475,0.7760532150776053,4.988913525498892,10.199556541019955,2.6607538802660753,6.319290465631929,2.2172949002217295,4.988913525498892,5.5432372505543235,12.3059866962306,2.2172949002217295,2.106430155210643,3.991130820399113,4.323725055432372,6.984478935698448,4.323725055432372,4.323725055432372,6.208425720620842,0.6651884700665188,3.991130820399113,101357.80460000064,5.502548789978026,-0.2854767184035465,38.41021064301568,0.07317073170731707,96.31929046563192,61.6180768465661,1
A0A0K2H4W7_Geobacillus_stearothermophilus_NCA26_lysate,12.121212121212121,0.0,5.303030303030303,6.818181818181818,2.272727272727273,11.363636363636363,1.5151515151515151,7.575757575757576,5.303030303030303,9.090909090909092,1.5151515151515151,1.5151515151515151,3.787878787878788,8.333333333333334,6.0606060606060606,6.0606060606060606,2.272727272727273,6.818181818181818,0.0,2.272727272727273,14097.850999999984,6.105837821960448,-0.21363636363636343,28.90454545454544,0.045454545454545456,96.89393939393939,64.4147948708315,1
A0A0K2H4W9_Geobacillus_stearothermophilus_NCA26_lysate,3.802281368821293,0.7604562737642585,8.365019011406844,8.365019011406844,4.182509505703422,6.4638783269961975,2.661596958174905,7.984790874524715,4.562737642585551,11.406844106463879,3.4220532319391634,3.4220532319391634,2.2813688212927756,3.041825095057034,9.125475285171103,4.562737642585551,5.32319391634981,6.4638783269961975,1.1406844106463878,2.661596958174905,30575.69540000004,5.476061820983887,-0.3326996197718633,40.60380228136881,0.07984790874524715,98.17490494296578,60.9673952585389,1
A0A0K2H4X0_Geobacillus_stearothermophilus_NCA26_lysate,4.332129963898917,2.527075812274368,7.2202166064981945,5.415162454873646,4.693140794223827,9.025270758122744,3.6101083032490973,6.498194945848375,4.332129963898917,7.9422382671480145,1.0830324909747293,2.527075812274368,3.2490974729241877,1.8050541516245486,8.664259927797834,7.9422382671480145,3.6101083032490973,8.664259927797834,2.1660649819494586,4.693140794223827,31606.555300000033,7.647311210632325,-0.2743682310469314,35.01447653429603,0.11552346570397112,85.77617328519855,72.5243563684397,1
A0A0K2H4X4_Geobacillus_stearothermophilus_NCA26_lysate,13.47962382445141,0.0,2.8213166144200628,1.567398119122257,7.210031347962382,10.658307210031348,1.8808777429467085,8.77742946708464,3.4482758620689653,10.658307210031348,3.4482758620689653,1.567398119122257,4.702194357366771,2.19435736677116,2.8213166144200628,5.329153605015674,5.329153605015674,9.404388714733543,1.2539184952978057,3.4482758620689653,33814.693399999975,9.466166877746584,0.8442006269592491,23.987460815047005,0.11912225705329155,116.55172413793102,65.2201741010523,1
A0A0K2H4Y0_Geobacillus_stearothermophilus_NCA26_lysate,12.549019607843137,0.0,5.098039215686274,7.0588235294117645,4.313725490196078,7.450980392156863,3.1372549019607843,2.7450980392156863,1.5686274509803921,10.588235294117647,3.1372549019607843,1.5686274509803921,5.882352941176471,3.1372549019607843,6.666666666666667,5.098039215686274,3.9215686274509802,8.235294117647058,3.5294117647058822,4.313725490196078,28611.230900000002,5.24779644012451,-0.05372549019607834,32.79450980392157,0.12156862745098039,88.4313725490196,72.3508156617402,1
A0A0K2H4Y3_Geobacillus_stearothermophilus_NCA26_lysate,7.459207459207459,0.9324009324009324,5.827505827505828,9.090909090909092,7.226107226107226,5.361305361305361,2.331002331002331,5.361305361305361,7.925407925407925,6.993006993006993,2.331002331002331,3.4965034965034967,4.195804195804196,4.195804195804196,3.9627039627039626,6.0606060606060606,5.128205128205129,6.75990675990676,0.2331002331002331,5.128205128205129,49091.05240000007,5.393645286560059,-0.39999999999999963,44.033636363636354,0.1258741258741259,75.24475524475525,71.6803069908413,1
A0A0K2H4Y7_Geobacillus_stearothermophilus_NCA26_lysate,10.662824207492795,0.8645533141210374,4.322766570605188,8.069164265129682,3.4582132564841497,6.628242074927954,1.7291066282420748,6.628242074927954,5.187319884726225,7.492795389048991,2.881844380403458,4.899135446685879,4.899135446685879,4.610951008645533,5.475504322766571,6.051873198847262,3.4582132564841497,10.37463976945245,0.5763688760806917,1.7291066282420748,37934.05760000003,5.660674858093262,-0.09193083573487033,51.17838616714696,0.05763688760806916,95.82132564841498,68.4376816382522,1
A0A0K2H4Y8_Geobacillus_stearothermophilus_NCA26_lysate,9.366391184573002,0.27548209366391185,6.887052341597796,6.0606060606060606,4.40771349862259,11.845730027548209,0.8264462809917356,5.785123966942149,10.46831955922865,5.234159779614325,1.9283746556473829,4.958677685950414,3.0303030303030303,3.3057851239669422,2.203856749311295,4.683195592286501,5.234159779614325,9.641873278236915,0.8264462809917356,3.0303030303030303,38923.68589999996,6.387531852722168,-0.29338842975206614,22.21046831955923,0.08264462809917356,80.30303030303031,73.8868842095128,1
A0A0K2H4Z0_Geobacillus_stearothermophilus_NCA26_lysate,6.265060240963855,0.963855421686747,5.542168674698795,8.91566265060241,4.337349397590361,7.469879518072289,2.6506024096385543,6.265060240963855,4.337349397590361,9.63855421686747,2.4096385542168677,3.6144578313253013,3.855421686746988,3.6144578313253013,5.542168674698795,6.9879518072289155,6.9879518072289155,6.265060240963855,0.24096385542168675,4.096385542168675,46490.96090000004,5.068753623962402,-0.2987951807228919,43.097831325301215,0.08674698795180723,86.45783132530121,68.5861753292788,1
A0A0K2H4Z5_Geobacillus_stearothermophilus_NCA26_lysate,9.602649006622517,1.3245033112582782,5.298013245033113,8.278145695364238,3.642384105960265,7.947019867549669,1.6556291390728477,4.635761589403973,6.622516556291391,10.927152317880795,1.9867549668874172,1.3245033112582782,5.960264900662252,0.6622516556291391,7.947019867549669,2.980132450331126,7.6158940397351,8.609271523178808,0.0,2.980132450331126,33268.21250000001,8.54845943450928,-0.125496688741722,30.283112582781452,0.06622516556291391,95.26490066225165,73.4008264061581,1
A0A0K2H4Z6_Geobacillus_stearothermophilus_NCA26_lysate,8.453237410071942,0.7194244604316546,5.0359712230215825,7.374100719424461,3.0575539568345325,8.81294964028777,3.0575539568345325,9.172661870503598,6.294964028776978,8.81294964028777,3.237410071942446,2.697841726618705,3.237410071942446,3.0575539568345325,5.575539568345324,4.676258992805756,4.316546762589928,8.453237410071942,0.3597122302158273,3.597122302158273,61544.63420000009,6.645921897888184,-0.014748201438848817,31.779136690647483,0.07014388489208633,103.1115107913669,71.7233736579863,1
A0A0K2H4Z9_Geobacillus_stearothermophilus_NCA26_lysate,6.4935064935064934,0.6493506493506493,5.194805194805195,6.818181818181818,3.896103896103896,6.818181818181818,2.9220779220779223,7.467532467532467,4.220779220779221,9.090909090909092,1.6233766233766234,3.5714285714285716,4.87012987012987,4.87012987012987,9.090909090909092,5.8441558441558445,4.545454545454546,6.818181818181818,0.0,5.194805194805195,35172.68800000003,8.89697551727295,-0.3935064935064936,36.12954545454545,0.09090909090909091,90.84415584415584,62.1841372290775,1
A0A0K2H502_Geobacillus_stearothermophilus_NCA26_lysate,9.399477806788513,0.26109660574412535,6.788511749347259,10.182767624020888,2.6109660574412534,5.221932114882507,1.0443864229765014,7.310704960835509,5.483028720626632,6.266318537859008,1.8276762402088773,4.177545691906006,4.960835509138382,4.438642297650131,7.049608355091384,5.483028720626632,4.699738903394256,10.182767624020888,0.5221932114882507,2.088772845953003,42621.636300000086,4.921426963806151,-0.39060052219321184,26.24386422976501,0.052219321148825076,91.8798955613577,74.9200027752454,1
A0A0K2H505_Geobacillus_stearothermophilus_NCA26_lysate,4.49438202247191,0.0,3.3707865168539324,10.112359550561798,1.1235955056179776,4.49438202247191,5.617977528089888,7.865168539325842,10.112359550561798,13.48314606741573,2.247191011235955,5.617977528089888,1.1235955056179776,4.49438202247191,13.48314606741573,2.247191011235955,3.3707865168539324,4.49438202247191,0.0,2.247191011235955,10691.337799999985,10.372527885437012,-0.9033707865168544,70.60449438202245,0.03370786516853933,100.78651685393257,74.1922856788169,1
A0A0K2H509_Geobacillus_stearothermophilus_NCA26_lysate,10.419485791610285,0.5412719891745602,6.089309878213802,10.013531799729364,1.8944519621109608,6.2246278755074425,1.7591339648173208,7.442489851150203,10.960757780784844,6.089309878213802,2.976995940460081,3.1123139377537212,4.059539918809202,4.330175913396482,4.7361299052774015,2.841677943166441,5.2774018944519625,9.201623815967524,0.13531799729364005,1.8944519621109608,81776.25420000037,6.5743616104125975,-0.4328822733423528,34.377807848443936,0.03924221921515562,89.87821380243572,70.3537473608437,1
A0A0K2H511_Geobacillus_stearothermophilus_NCA26_lysate,13.089005235602095,0.7853403141361257,4.712041884816754,7.853403141361256,2.8795811518324608,6.282722513089006,2.6178010471204187,6.544502617801047,3.4031413612565444,10.99476439790576,1.8324607329842932,1.5706806282722514,4.973821989528796,2.356020942408377,8.115183246073299,5.7591623036649215,3.926701570680628,8.638743455497382,0.7853403141361257,2.8795811518324608,41933.880200000065,6.2378747940063475,0.0641361256544499,39.235078534031416,0.06544502617801047,106.54450261780104,67.2180629372187,1
A0A0K2H513_Geobacillus_stearothermophilus_NCA26_lysate,7.28476821192053,0.6622516556291391,5.739514348785872,7.50551876379691,3.752759381898455,9.271523178807946,1.434878587196468,4.635761589403973,6.070640176600442,8.719646799116997,1.9867549668874172,4.525386313465783,5.739514348785872,2.980132450331126,4.525386313465783,4.525386313465783,5.739514348785872,10.044150110375275,0.8830022075055187,3.9735099337748343,99578.12090000055,5.228016471862792,-0.22516556291390738,30.59504415011048,0.08609271523178808,88.49889624724062,71.5655722976225,1
A0A0K2H514_Geobacillus_stearothermophilus_NCA26_lysate,7.202216066481994,1.0387811634349031,6.648199445983379,8.518005540166206,4.362880886426593,6.094182825484765,3.185595567867036,6.301939058171745,6.4404432132963985,9.349030470914128,2.5623268698060944,3.1163434903047094,4.986149584487535,2.839335180055402,5.470914127423823,4.986149584487535,5.332409972299169,7.5484764542936285,0.6925207756232687,3.3240997229916895,163108.57430000015,5.518350028991698,-0.28704986149584316,34.461232686980885,0.08379501385041552,90.13157894736842,62.0745139707238,1
A0A0K2H519_Geobacillus_stearothermophilus_NCA26_lysate,13.46704871060172,0.28653295128939826,5.157593123209169,6.590257879656161,2.292263610315186,7.4498567335243555,1.7191977077363896,6.303724928366762,4.871060171919771,8.30945558739255,3.151862464183381,2.005730659025788,6.303724928366762,2.5787965616045847,6.590257879656161,5.157593123209169,6.017191977077364,10.315186246418339,0.5730659025787965,0.8595988538681948,37181.61260000004,6.628983879089356,0.06275071633237826,28.389684813753583,0.03724928366762177,100.37249283667623,63.4383185754458,1
A0A0K2H521_Geobacillus_stearothermophilus_NCA26_lysate,8.949416342412452,0.0,4.280155642023346,8.171206225680933,4.280155642023346,5.447470817120623,2.3346303501945527,5.058365758754864,6.22568093385214,10.116731517509727,3.501945525291829,3.8910505836575875,4.669260700389105,3.11284046692607,7.392996108949417,4.280155642023346,6.614785992217898,7.003891050583658,1.9455252918287937,2.7237354085603114,29348.50220000004,8.978592491149904,-0.30739299610895005,41.340856031128396,0.08949416342412451,88.44357976653696,75.9860944883753,1
A0A0K2H522_Geobacillus_stearothermophilus_NCA26_lysate,14.0625,1.5625,6.25,5.46875,2.734375,8.984375,2.734375,5.46875,1.953125,7.8125,3.125,2.734375,3.125,5.078125,7.03125,3.90625,3.90625,10.15625,0.0,3.90625,27622.157199999998,5.489873695373535,0.03867187499999981,32.231640625000004,0.06640625,95.3125,84.387582456786,1
A0A0K2H523_Geobacillus_stearothermophilus_NCA26_lysate,5.555555555555555,0.0,4.166666666666667,9.027777777777779,6.25,5.555555555555555,2.0833333333333335,7.638888888888889,8.333333333333334,15.972222222222221,2.7777777777777777,0.6944444444444444,4.166666666666667,3.4722222222222223,8.333333333333334,2.0833333333333335,3.4722222222222223,4.166666666666667,3.4722222222222223,2.7777777777777777,17215.195299999996,9.51774158477783,-0.11805555555555568,56.036805555555546,0.125,109.72222222222221,80.0274668205982,1
A0A0K2H524_Geobacillus_stearothermophilus_NCA26_lysate,13.24110671936759,0.5928853754940712,5.7312252964426875,5.7312252964426875,2.569169960474308,9.683794466403162,1.7786561264822134,4.3478260869565215,3.5573122529644268,6.91699604743083,2.766798418972332,2.1739130434782608,5.928853754940712,1.976284584980237,6.324110671936759,4.545454545454546,4.545454545454546,12.25296442687747,1.5810276679841897,3.7549407114624507,54220.437900000135,5.7038724899292,0.0592885375494071,31.087944664031625,0.07905138339920947,92.70750988142292,79.6264348497841,1
A0A0K2H533_Geobacillus_stearothermophilus_NCA26_lysate,9.655172413793103,0.0,6.896551724137931,9.655172413793103,2.0689655172413794,4.827586206896552,1.3793103448275863,9.655172413793103,4.137931034482759,9.655172413793103,2.0689655172413794,2.0689655172413794,6.896551724137931,2.7586206896551726,6.206896551724138,3.4482758620689653,3.4482758620689653,11.724137931034482,0.6896551724137931,2.7586206896551726,16114.4532,4.684919929504394,0.10827586206896558,45.545517241379294,0.055172413793103454,118.9655172413793,66.5002674889415,1
A0A0K2H535_Geobacillus_stearothermophilus_NCA26_lysate,8.083832335329342,0.2994011976047904,4.790419161676646,9.880239520958083,4.191616766467066,5.089820359281437,2.694610778443114,8.383233532934131,4.790419161676646,8.682634730538922,3.8922155688622753,3.2934131736526946,4.790419161676646,4.491017964071856,6.586826347305389,4.790419161676646,3.8922155688622753,8.982035928143713,0.8982035928143712,1.4970059880239521,37836.2773,5.424565696716308,-0.11676646706586832,50.557185628742516,0.06586826347305388,100.688622754491,61.1312916230946,1
A0A0K2H537_Geobacillus_stearothermophilus_NCA26_lysate,6.7669172932330826,0.0,5.2631578947368425,9.022556390977444,4.511278195488722,6.7669172932330826,2.255639097744361,7.518796992481203,4.511278195488722,12.781954887218046,2.255639097744361,3.007518796992481,3.007518796992481,7.518796992481203,12.030075187969924,6.015037593984962,1.5037593984962405,3.7593984962406015,0.0,1.5037593984962405,15384.45759999998,9.509038352966307,-0.5383458646616543,55.70977443609022,0.06015037593984963,96.84210526315789,72.6538916533706,1
A0A0K2H545_Geobacillus_stearothermophilus_NCA26_lysate,10.32448377581121,0.0,5.6047197640118,11.504424778761061,2.359882005899705,4.424778761061947,0.8849557522123894,9.144542772861357,4.424778761061947,10.029498525073747,3.5398230088495577,2.949852507374631,2.949852507374631,6.1946902654867255,7.669616519174041,4.71976401179941,3.5398230088495577,7.964601769911504,0.0,1.7699115044247788,38150.38590000004,4.830939292907714,-0.16902654867256653,49.91858407079644,0.04129793510324484,108.20058997050148,70.5233195233752,1
A0A0K2H551_Geobacillus_stearothermophilus_NCA26_lysate,6.94980694980695,0.3861003861003861,3.474903474903475,13.127413127413128,3.861003861003861,6.177606177606178,0.3861003861003861,8.108108108108109,6.94980694980695,11.196911196911197,3.088803088803089,5.405405405405405,1.9305019305019304,1.5444015444015444,6.563706563706564,6.94980694980695,5.405405405405405,6.563706563706564,0.0,1.9305019305019304,29097.09560000002,5.08932933807373,-0.20965250965250987,54.97027027027028,0.05791505791505791,101.27413127413128,75.7548602987044,1
A0A0K2H554_Geobacillus_stearothermophilus_NCA26_lysate,7.525325615050651,1.8813314037626627,5.499276410998553,10.419681620839363,4.341534008683068,5.065123010130246,1.5918958031837915,5.788712011577424,9.261939218523878,6.657018813314037,2.460202604920405,1.8813314037626627,4.486251808972503,4.196816208393632,6.801736613603473,4.196816208393632,6.078147612156295,7.814761215629522,0.8683068017366136,3.183791606367583,79192.03660000044,7.48918514251709,-0.513024602026048,43.61031837916074,0.08393632416787264,78.72648335745296,71.7668189327716,1
A0A0K2H563_Geobacillus_stearothermophilus_NCA26_lysate,5.737704918032787,0.819672131147541,7.377049180327869,9.01639344262295,3.278688524590164,8.60655737704918,2.0491803278688523,6.557377049180328,6.147540983606557,11.475409836065573,2.0491803278688523,1.639344262295082,5.327868852459017,3.6885245901639343,6.557377049180328,4.508196721311475,4.098360655737705,5.737704918032787,1.2295081967213115,4.098360655737705,27668.263000000017,5.204144096374511,-0.38278688524590176,36.42868852459016,0.0860655737704918,92.70491803278688,75.0736210002417,1
A0A0K2H564_Geobacillus_stearothermophilus_NCA26_lysate,10.749185667752442,1.6286644951140066,5.2117263843648205,6.840390879478828,6.188925081433225,7.49185667752443,3.583061889250814,5.2117263843648205,4.88599348534202,10.09771986970684,2.6058631921824102,3.9087947882736156,2.9315960912052117,1.6286644951140066,5.2117263843648205,4.234527687296417,4.5602605863192185,9.120521172638437,1.6286644951140066,2.2801302931596092,34118.941600000035,6.009836769104003,0.11596091205211692,37.134267100977205,0.10097719869706841,96.90553745928338,68.7457655417523,1
